TweetID,Text
1.29099e+18,RT @Sabineshouman: Also Israel in 2006: https://t.co/YK9zMRGh7s
1.30715e+18,@HSajwanization All gentiles for israel. Victory smile.
1.23418e+18,It never ceases to astound me that people expect Palestinians to have good feelings about the state of Israel. Why in the world WOULDN T Palestinian people feel hostility towards Israel?
1.32524e+18,"@mmpadellan @Meidas_Kelly You forgot Turkey, Saudi Arabia, and Israel."
1.33459e+18,What an honor to stand next to the Prime Minister of Israel and greet hundreds of Jews from the once lost tribe of Dan in Ethiopia to their new home. ???? #Israel #Ethiopia https://t.co/b4VVPaMFK0
1.29363e+18,"In 2019, Israel *banned* both @RashidaTlaib &amp; @IlhanMN   2 members of the US Congress which gives Israel billions   from entering because of their support for boycott and sanctions.

Israel s supporters poured huge $$ into defeating them, &amp; got destroyed:

https://t.co/ZKe6l4EO1k"
1.27084e+18,@icecube Israel ???? hmmmm?
1.24261e+18,"@talkRADIO If it were made about Israel, there d be howls of  Antisemitism!!  So yes, it was racist."
1.34426e+18,Gal Gadot is the U.S. ambassador Israel doesn t deserve https://t.co/DPLkRyXhiD
1.27819e+18,"Labor will always be a strong supporter of Israel, but we oppose annexation of any part of the West Bank. It would weaken the viability of a future Palestinian state, undermine a two-state solution, violate international law &amp; risk destabilising the region https://t.co/jaql3Ejesi"
1.28806e+18,"@realDonaldTrump As long as America is totally biased to Israel, and owned by the Zionist lobby, it would never become great again."
1.27754e+18,"U.N. rights chief Michelle Bachelet calls on Israel to halt ""illegal"" plans to annex part of Palestinian territory in West Bank - @Reuters"
1.33264e+18,"@JimBowey1 @yosefyisrael25 @DemopJ @nytimes But when Israel commits terror, the world goes blind !"
1.29981e+18,"In just 2 weeks, israel demolished or seized 25 Palestinian-owned homes or buildings, displacing 32 Palestinian people &amp; impacting 160 https://t.co/aK3xftxSQ6"
1.267e+18,#NowPlaying PSA - Support Israel :: Tune In: https://t.co/rgmYVVaxSc
1.22045e+18,@katieteresi @briteresi Go to Israel maybe or Portugal????????????
1.29481e+18,"Earlier tonight, rockets were fired from Gaza into Israel. 

In response, our Air Force just struck Hamas terror targets in Gaza, including a military compound used to store rocket ammunition.

We will continue to operate against any attempts to harm Israeli civilians."
1.23711e+18,"BREAKING: Israel is now introducing quarantine FOR ALL PEOPLE entering the country.

The quarantine is for 14 days and even Israeli citizens must be quarantined when entering the country.

Why didn't we do this a month ago?"
1.29669e+18,Israel has been bombing Gaza for 8 consecutive nights! The silence from the media and  international community is shameful #GazaUnderAttack
1.29395e+18,"BREAKING: Trump announces 'historic peace agreement' between Israel, UAE. More soon on https://t.co/9o3ihGGVjD https://t.co/PM0k3lOX4x"
1.30447e+18,"RT @AmichaiStein1: #BREAKING: #Bahrain will normalize ties with Israel, Bahrain Crown prince will be in DC Monday, officials confirm to me"
1.2824e+18,"@MeghanMcCain It was more idealistic before Imperialism created Israel, ironically. We need to oppose Israel's invasion of Palestine and hope that they can resolve their own conflict. There is no incentive for Israel to treat Palestine fairly as long as the US backs Israel unconditionally."
1.27974e+18,"@ricardo_hausman @DeAnna4Congress Ricardo Hausmann = Grima Wormtongue. 
Israel says, Soros ""...continuously undermines Israel s democratically elected governments, and defames the Jewish state and seeks to deny it the right to defend itself ."
1.29822e+18,"Israel bombed Gaza last night for the 14th day in a row, in the middle of a global pandemic.

Still no coverage from RTE, BBC and the world media.

They don t want to show the world what s going on, so you have to. Please retweet.

#GazaUnderAttack #PalestinianLivesMatter https://t.co/KlhVAfNsq9"
1.30378e+18,"BREAKING:

President Trump is nominated for the Nobel Peace Prize following the peace deal he brokered between Israel and The UAE

RT if he deserves the Peace Prize more than Obama ever did!"
1.29744e+18,"Prime Minister Imran Khan has categorically said that Pakistan could not recognise Israel as a state unless it gave freedom to Palestine.

#PakForeignPolicyForPeace 
@Team4Pakistan"
1.25802e+18,Live update: 18 new immigrants from North America arrive in Israel amid pandemic https://t.co/H04MsPpPP6
1.26755e+18,"As Palestinians mobilize to fight #COVID19, Israel continues to steal land to build illegal settlements in the occupied Palestinian territory. 

#BDS campaigns that hold Israel to account for violating Palestinian rights are more vital than ever. #SpreadSolidarity https://t.co/O40NcBea9s"
1.2678e+18,"God bless the United States of America. ????

We pray for you here in Israel. https://t.co/6xM96xGsN3"
1.30704e+18,i m so sick of trisha paytas this is beyond disgusting. wearing an IDF shirt and hat for a jewish holiday is so wrong and gross in so many different ways. free palestine and don t let people conflate judaism with being pro israel https://t.co/JgRd8qB245
1.26965e+18,"India's defence policy has gained global acceptance. The whole world agrees that after USA &amp; Israel if there is any other country that is able to protect its borders, it is India: Home Minister Amit Shah https://t.co/5KbcHd7ro9"
1.29869e+18,The West Bank and the Gaza Strip are abysmally different from the U.S. or Italy. There is a stark difference in their ability to face the coronavirus. The Palestinians are oppressed by the Israel occupation. #SaveGazaFromCorona #EndGazaSiege #Act4Palestine
1.29599e+18,John Kerry lecturing us about foreign policy on the day Sudan announced it is making peace with Israel ... Trump's foreign policy has been a triumph and saved the Middle East from Obama-Biden's horrific Iran deal #DNC
1.30169e+18,This is crazy. Someone please help me find Israel Rodriguez and the elderly women in this video. Would love to help them get back on their feet. ????
1.22111e+18,RT @ArthurPark60: Very simple but powerful tract design to evangelize Covenant People of Israel. (136mm x 96mm) https://t.co/w2RYaPiwSM
1.24221e+18,"RT @billstill: 2989, Israel Pharma Donates 10 M Doses of HCQ to US, 2989
 March 21, 2020 
By Bill Still
https://t.co/dwFbMU0NkC"
1.25069e+18,Ultra-Orthodox Enclave in Israel Opens to Outsiders to Fight a Virus https://t.co/IhZqTXtZ4d
1.22236e+18,"Trump Has a  Peace Plan,  but His Mideast Policies May Be Bad News for Israel https://t.co/EHLd3POdac via @thedailybeast"
1.3023e+18,"He went rogue and left the CIA. Before his death, he talked about the US s aggression towards Muslim countries and their solidarity with Israel killing Palestinians. And then they killed him and invaded the Middle East, killed a bunch of people and kind of proved him right..."
1.24846e+18,"Thank you, my dear friend @narendramodi, Prime Minister of India, for sending Chloroquine to Israel.

All the citizens of Israel thank you! ???????? https://t.co/HdASKYzcK4"
1.34143e+18,RT @PrincessBravato: Why is Israel getting 500 million in our covid bill?
1.29443e+18,"Well, yes, I do like the Israel/UAE peace accord, a stronger military, secure borders, lower taxes, independence from Arab oil, record stock market highs, more jobs, law and order, record black and Hispanic unemployment achievements, no more globalism. My kind of monster."
1.2335e+18,@realDonaldTrump @POTUS Israel said they would have a vaccine for corona virus within a week or two. Are we going to collaborate or wait 1 to 2 years before we can figure it out???????
1.30592e+18,BREAKING: Rocket sirens sounding in multiple areas of Gaza border in Israel. https://t.co/qPiVV63vBb
1.31683e+18,"Israel has pressed forward on plans for more than 3,000 West Bank settlement homes, making 2020 one of the most prolific years for illegal settlement building. https://t.co/mup60AcIpP"
1.32129e+18,".@AmbNikkiHaley on Arab leaders working with President Trump on building ties with Israel and advancing Middle East peace: ""They trusted him because he kept his promise. He did exactly what he said he was going to do, and they followed through. 

https://t.co/Chh1UpV0pu"
1.21892e+18,"Thus says the LORD,the redeemer,the Holy One of Israel,
To the one despised, abhorred by the nations,the slave of rulers:
When kings see you, they shall stand up,and princes shall bow down Because of the LORD who is faithful,the Holy One of Israel who has chosen you.

Isaiah 49:7"
1.28707e+18,RT @MiddleEastMnt: Ex-Mossad chief says Israel cannot stop Tehran from attaining nuclear weapons https://t.co/qME8Ox9Ntr
1.27876e+18,"STOP ANNEXATION ON PALESTINE ????

Shame on Israel and Trump for endorsing such calamity. The international community must intervene now or never!

Love and support from Malaysian Youth! 

What is annexation? Read below https://t.co/5fLsMjp0YJ"
1.30226e+18,@TimRunsHisMouth These are cowards fake sick and twisted cowards Trump is about God and America and Israel but just to stay on topic noone doesn't rember him getting off his plane when it was freezing out and the young military man hat flew off and Trump ran after it and put it back on his head . https://t.co/ZYONO1uUN9
1.25807e+18,"My latest article: Who matters? - Focusing on the #COVID19 pandemic as it impacts Israel/Palestine provides us with a unique case study of the realities of health care and public health in a racialized and unequal society: 

https://t.co/JRjYSSKbIK https://t.co/Vz23otPabH"
1.29521e+18,"""Israel is a steadfast friend &amp; their cutting edge technology will benefit us &amp; help us detect COVID-19 much faster.The other medical breakthroughs &amp; innovations can work wonders  Says Jagdish Shetty, Hon Secretary of Indo-Israel Friendship Association https://t.co/EY76JbHwtB"
1.24536e+18,"Israel uses arms and tech to imprison 2 million Palestinians in Gaza, devastating healthcare. COVID-19 adds to the crisis.

For Palestinians and people worldwide, we seek a world where solidarity, care &amp; justice come before weapons &amp; profits. #HealthcareNotWarfare #StopElbit #BDS https://t.co/TNiHPdptqS"
1.28219e+18,@KillaKam1947 Cuz they both Nigerian. He might go up once Israel goes up too
1.27804e+18,pls hard block me if you re pro israel or refuse to have an opinion on this bc u  dont wanna take sides  and also fuck off
1.28167e+18,@SunniArab2019 Sunni have to coordinate with Super powers like US and regional powers like Israel. This is for their long term interest
1.27964e+18,"Happy Independence Day, America! The state of Israel sends our heartfelt appreciation to @realDonaldTrump and the people of the U.S. as you celebrate the shared values of life, liberty and the pursuit of happiness. Thanks for being such a close friend and ally! ????????"
1.24308e+18,@MaddoxElder @Yehosor ...and Mount Zion is actually Israel.??
1.2765e+18,"What Maxine Peake said about Israel training murderous American police is true. What a pity she couldn't find the courage to stand by her own words against the pro Israel bullies destroying Labour as a credible opposition to an extremist government. 

https://t.co/3gpiXe3f6a"
1.31427e+18,"RT @ScotlandNT: Your Scotland team taking on Israel this evening.

Let's do this.

#SCOISR https://t.co/PCLaOigQIP"
1.27438e+18,@chiefacid @ihateyoumfers @ICEDTEAFATBOY @fbgwayne The US insists on keeping Israel there as home for Jews. And since a lot of countries like to follow the US  lead.
1.23653e+18,"?? Broadcast links ???

big game

.. without ads

???? Israel Adesanya ? ???? Yoel Romero

1- https://t.co/eDJPPp84M2

2- https://t.co/eDJPPp84M2

UFC 248 Live Stream

3- https://t.co/eDJPPp84M2

4- https://t.co/eDJPPp84M2

#UFC248 #UFC

Ret Retweet + Like https://t.co/gQ7ET5Hqq7"
1.25129e+18,Israel Is Now Reporting That The Trump Administration Reached Out To Them Back In November To Warn Them About Impending Pandemic https://t.co/ZDRV4UW0xX
1.24614e+18,"My Bro is missing, his name is Israel Oghagha Ukpedor...he just graduated from the university of benin from the department of social work...he has been missing since sunday evening on his way to his house at sapele road...pls if found or seen anywhere please call 08134245661 https://t.co/rxfeAOPSjL"
1.29639e+18,Massive blow to Israel. Benjamin Netanyahu to resign soon. ?? https://t.co/2XFG8neWMZ
1.2218e+18,"Israeli air force fighters over #Auschwitz.

Because of Israel the Jewish people can defend themselves now. 
We remember what happened. 

We remember how 
We remember where
We remember to whom

When we say #neveragain - we mean it.

#HMD2020 #HolocaustMemorialDay https://t.co/g5IdLJxUqi"
1.29464e+18,@SpiteLesbian Israel
1.2771e+18,RT @syednabilll_: retweet if you agree that israel isn't a country
1.27324e+18,Beth Israel Lahey Health has taken various safety precautions to keep patients with symptoms or a diagnosis of #COVID19 separate from others at all of our facilities. Read about our safe separation of care: https://t.co/IbWGudkobM #BILHSafeCare https://t.co/zgD5ir89xU
1.34056e+18,".@ReverendWarnock fully embraces disgusting anti-American, anti-Semitic, and anti-Israel rhetoric. 

?Celebrates Jeremiah Wright

?Praises Louis Farrakhan

?Calls Israel an  apartheid state  

https://t.co/qOZ9HpCP79"
1.26839e+18,"~2 weeks ago, Israel opened its schools fully.  In the past 2 days, a superspreader event has occurred in a Jerusalem high school, w/ 103 new cases
https://t.co/LZy84OgJdp
This appears to be the largest school venue superspreader event to date https://t.co/CxgTYY2xgt via @gmknght"
1.23373e+18,"The same guy who wants you to believe it's anti-Semitic to call him part of the Israel lobby goes to speak at ... AIPAC, the Israel lobby's biggest US event."
1.29685e+18,Kuwaiti TV Host Fajer Alsaeed: Palestinian Rejection of UAE Peace Agreement with Israel is a Historic Mistake https://t.co/zBbzZcEPxU
1.33383e+18,Israel Philharmonic streaming Hans Zimmer pre-Hanukkah event https://t.co/J2IT33EcpP via @timesofisrael https://t.co/sxMBBYXftP
1.28485e+18,@common__man__ We Indians support Israel.
1.22155e+18,RT @BarstoolReags: This video of Amare finding out about Kobe while playing in Israel is goddamn heart wrenching  https://t.co/Wyk6TpRYqg
1.29075e+18,RT @thehussein1001: The Pakistani passport continues to be the biggest troll to Israel https://t.co/akC0JX4Bt0
1.23759e+18,When are we going to discuss the fact that Africans are the real Hebrews? First in Israel??? The REAL JEWS?
1.31037e+18,"We go live to the City Kickboxing dressing room and it's absolute madness in there right now ??

Israel Adesanya leads the celebrations ?? #UFC253 https://t.co/dw6s0T7VEW"
1.30801e+18,"#Israel s Bank Leumi and #Dubai s DP World agree to partner in boosting trade between Israel and the rest of the Middle East.

https://t.co/c4NXu6VUYa"
1.34118e+18,Israel illegally recruits Canadian citizens to its army https://t.co/F2XuZeGw4E
1.26279e+18,"Don t mess with Israel.   Israel behind cyberattack that crippled Iran's largest shipping port, officials say https://t.co/Qwmiv0Ldmg"
1.22237e+18,RT @_Alex_Shea_: This tweet literally does not make sense. You can't end Israeli occupation and retain a state of Israel.
1.30995e+18,"""Israel"" detains Palestinian journalists to prevent them from doing their work and covering the crime of IOF against Palestinian people. #PalestinianJournalist #IsraelSuppressesTruth"
1.31461e+18,"@the_hindu Israel makes sea water drinkable, while indian experts think this is not possible. When you are made an expert out of reservation, this sort of nonsense is normal thing."
1.29331e+18,"The Republican Jewish Coalition's Matt Brooks says in a statement that Harris   who has a strong pro-Israel record and is married to a Jew   ""does not stand with Israel and the Jewish community."""
1.24236e+18,RT @mouhab: Flashback: NY Times Lied That Hamas Had Been Firing Rockets at Israel https://t.co/4vHwmhZqYv
1.22728e+18,Filmmaker who wouldn't sign Georgia's Israel oath sues state #FuckAIPAC  https://t.co/XqV2yLc1C0
1.33762e+18,"President @realDonaldTrump: Our two great friends, Israel and the Kingdom of Morocco, have agreed to full diplomatic relations   a massive breakthrough for peace in the Middle East! https://t.co/75lrBX3SIv https://t.co/0OfOaCARXg"
1.33482e+18,"@DemMaj4Israel NO TheSlogan DOESN'T MeanTo Eliminate Israel. Stop Spreading Propaganda.

What Is IMMORAL And REPREHENSIBLE IsThe Way The IsraeliGovernment Under Netanyahu IsTreating Their #PALESTINIAN People.

""FROM THE RIVER TO THE SEA, PALESTINE WILL BE FREE.""

#FreePalestine???? https://t.co/sh8zyDaBzq"
1.27711e+18,"@NaushadAli9797 We the people of india always support Israel????. 
Thoko salo ko??."
1.26278e+18,"#Palestinian citizens protest against the killing of Mustafa Younis, 26, who was shot dead last Wednesday by Israeli security guards, outside Tel Hashomer hospital, Ramat Gan.
18 May 2020

Photos by: Oren Ziv https://t.co/V4z9i5q7nK"
1.26709e+18,This could be the hospital room of the future. Doctors in Israel are testing out new technology for remote checkups https://t.co/6JyrVYSdLB
1.30639e+18,"@ggreenwald The US is responsible for Israel, and it will never change."
1.22578e+18,"It keeps getting worse. As the 2020 Dems get more &amp; more anti-Israel, will any of them stand up and condemn comments like these? Directly? Or are they too scared of the angry anti-Semitic Left?"
1.30957e+18,"10 Who was the king of Israel when David slew Goliath?
A Saul
B Jonathan
C Cyrus
D Darius"
1.23739e+18,RT @BHITBPodcast: They Say It Does Not Matter If You Are Israel! https://t.co/YzOehC6uZ5
1.31141e+18,RT @itranslate123: Casual nazism from israel.
1.32447e+18,"@jgutoff @BenjaminSales @kampeas @jstreetdotorg Though the polls show that it's a remarkably low number for whom Israel is a highest priority issue. (COVID-19, healthcare, economy etc. all rank far higher)."
1.31145e+18,Hebrews 8:10-12 KJV For this is the covenant that I will make with the house of Israel after   https://t.co/BLHYAfHo8g via @biblegateway
1.30612e+18,"This Middle East Peace Deal is truly historic.

Axios:  Major breakthrough [between] Israel and a major Arab power""

Vox:  A big win for @realDonaldTrump 

MSNBC:  An important day 

NYTimes:  Major diplomatic agreement 

Trump has proven the naysayers wrong!"
1.33053e+18,"This is why we #BDS. When our own government continues to fund #israelicrimesagainsthumanity, a support of violence, #BDS is the nonviolent tool we know works..if it didnt israel wouldnt care that we #BDS https://t.co/gHKBjO5ghT"
1.34514e+18,"RT @hickoryhill8520: A light for revelation for the Gentiles, And the glory of Your people Israel. 
Luke 2:32 - https://t.co/8McSoK0ZBF"
1.34544e+18,"This is a misleading article as it ignores Palestinians

ICYMI: there are 4.5m Palestinians entirely under Israeli rule, who Israel has a responsibility to vaccinate (according to Israeli human rights organisation Gisha) but has consciously chosen not to

https://t.co/N3zlXiG1X9"
1.34612e+18,"Come and join the Ang Dating Daan Live Bible Exposition for our audiences in Europe, Israel, Africa, Middle East, and North America.
 
Happening at 12:00 a.m. Philippine Time (11 a.m. EST).

#TOPBiblicalAnswers

https://t.co/WRgLWV3HbH"
1.34601e+18,"#SEVEREWEATHER

?? #REDALERT
#Rain in #PORTUGAL

?? #ORANGEALERT
#Avalanches: Slovenia
#Flood: France, Sweden
#Fog: Israel
Rain: Bulgaria, Portugal
#Thunderstorms: Greece
#Wind: Poland, Spain

#SMEM https://t.co/z5pKGnbqlC"
1.34574e+18,"@webdevMason In Cuomo's America, this nurse in Israel that grabbed a pizza boy to vaccinate when a vaccine was about to expire would be fined a million dollars.

https://t.co/oNS7jgHxui"
1.34525e+18,"@DrewBarrymore @PlutoTV @DrewBarrymoreTV then the peer pressure forms exclusivity against Galilean (trade route for thousands of years, many Nations) Judaeo (we are all for GOD's Impartial Freedom) JESUS is not exclusive to Judah part of Israel, GOD Chose That Area, so, Galilean Judaeo Christianity is of all Nations..."
1.34583e+18,RT @NoLore: Even our settler state isn't doing this. Fuck Israel.
1.34623e+18,"@SeanMoncrieff @povl_a @barbarascully @declanbuckley @tierneysimon @SeanMoncrieff   all the people scream for BDS . And then give out the israel isn't helping. They would help if asked. When the world was getting its boots on, israel was already in haiti with a fully functioning field hospital.
https://t.co/XAc04LMPzq"
1.34528e+18,"@_nalexander Should not come as a surprise, to anyone that has been following this Congress for last 50 years. Wars, more Wars and only Wars, is what they will Never fail to materialize in votes for this evil, perpetrated by this US Zionist Govt. that is totally a Stooge/Puppet/Tool of Israel"
1.34517e+18,"RT @SRuhle: ??????
Kushner Family to sell $100m. bonds in Israel - WSJ https://t.co/Ng378YxEFe"
1.34531e+18,RT @Josiensor: ** Israel is not providing vaccines to Palestinians in the Israeli-occupied West Bank or the Gaza Strip **
1.34506e+18,"Ephesians 2:12 that at that time you were without Christ, being aliens from the commonwealth of Israel and strangers from the covenants of promise, having no hope and without God in the world."
1.34604e+18,"If Israel could declare herself as ""nation state of the Jews"", why can't Bharat declare herself as nation state of Sanatanis/Hindus? 

PM @narendramodi 
HM @AmitShah 
LM @rsprasad"
1.34574e+18,how u vegan but pro-israel????
1.34539e+18,RT @NorbertElekes: WORLD: Israel becomes first country to vaccinate 10% of population for COVID-19
1.34613e+18,"@B52Malmet I thought he went to Israel to set up his stock market business ror something along those lines.
He knows what's coming for him legally,so i doubt we'll see him back on US soil."
1.34578e+18,"In Rio, evangelical drug dealers are making deals with paramilitaries  and together, they are controlling what is called by criminals The  Complexo de Israel  the practice of Afro-Brazilian religions has been banned in their territories. Now they want to expand  their domains  https://t.co/uTOXWbP1of"
1.34578e+18,"The current situation between Israel and Palestine is not stable, and the United States has an important role to play to improve things for both sides. https://t.co/p4VA471xSf"
1.34612e+18,RT @aiww: Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | Israel | The Guardian https://t.co/Ha5DQ0CEAS
1.34531e+18,"@neyts_johan As 2021 dawns, Israel becomes first country to vaccinate 10% of population | The Times of Israel https://t.co/kv0DnaXd3I"
1.3459e+18,"Before you attack, know the facts: Palestinians have not approached Israel for help in obtaining COVID-19 vaccines and are planning to purchase them on their own w/ help of the international community, Palestinian and Israeli officials said on Sunday.
https://t.co/5SEXS51OKU"
1.34497e+18,Israel arrests Sheikh Bakirat from his home in Sur Baher in Jerusalem just a matter of hours after releasing him and his son Malik #StopIsrael https://t.co/tuiDC77IJH
1.3461e+18,Modern day America is no different than the apostate Israel in the Old Testament when God sent them into slavery.
1.34614e+18,"There is no other explanation for that except the continued realization of Iran's intention to manufacture nuclear weapons. I reiterate: Israel will not allow Iran to manufacture nuclear weapons."""
1.34586e+18,"Lord, Please continue to use thy servant, President Trump to protect the Unborn. Continue to use him to Bless Israel.
Use him to lead America Righteously for the next 4yrs.
Grant President Trump a Red Sea Deliverance.
May the whole world stand in awe.
In Jesus name, Amen."
1.34543e+18,"@neontaster @JZarif @realDonaldTrump Chances are these stuff happens more in US and Israel, in fact chances are you wouldn't even be here if your mom wasn't an alcoholic, just saying"
1.34577e+18,"The cruel and inhumane realities of an apartheid state. 

Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | Israel | The Guardian https://t.co/2G3Js9sOnX"
1.3462e+18,"@netanyahu First, Israel must eliminate its own nuclear weapons and allow international inspectors to document their absence. Iran has the right to create a weapon of deterrence when Israel is armed with the most modern American weapons and occupies foreign territories."
1.3453e+18,"@CaslerNoel @realDonaldTrump The Alt Right plans on banishing Jews of America to Israel, when in their sick, delusional minds they assume power behind an aspiring despot like Trump or Hawley.
They interpret Zionism as facilitating that objective.
In reserve, they fantasize about concentration camps."
1.34584e+18,"Israel has been repackaging Pfizer's large vaccine consignments, on the fly, to reach more less densely populated areas without any more wastage. https://t.co/Ssa3GZxXai https://t.co/ByeMaCp8M9"
1.3453e+18,"How fast are different countries vaccinating their population against COVID?

Israel: 11.6%
UK: 1.5%
US: 0.9%
Germany: 0.2%
World: 0.13%

? Data for more countries you find  in our COVID vaccine dataset here:
https://t.co/3imP7PqURn https://t.co/Lc3KEGHh4q"
1.34614e+18,"Yemen:
Every indication from incoming Pres.Biden-Secy.Blinken's perception of US policy tbat new initiatives2end this senseless war of Saudi Arabia with Britain,the European Union&amp;Israel as participants.
Iran will(likely)need to show diplomacy theTaliban lacked in Afghanistan. PE https://t.co/49yCQi2pKg"
1.34543e+18,Report: Israel raises military state of alert on various fronts ahead of the anniversary of Soleimani s assassination.
1.34529e+18,"@SkyNews Israel has been stealing nuclear secrets and covertly making bombs since the 1950s. And western governments, including Britain and the US, turn a blind eye. But how can we expect Iran to curb its nuclear ambitions if the Israelis won't come clean? #Israel 
https://t.co/ybqy9ENTAX"
1.34559e+18,"IRGC-QF owns Iraq's Security and Intel apparatus

Zarif threatens retaliation against U.S. Sunni regional allies and Israel if U.S. hits IRGC and its proxies for Tehran directed attacks in Iraq.

Zarif will try to defect to the U.S. before this is all over."
1.34613e+18,"@yoda This is going to happen a lot. The doses expire pretty quickly at room temperature and need to be thrown out if not used in time, so it's better to find a random person to inject rather than throw them out. Here in Israel they grabbed a pizza delivery guy off the street."
1.34622e+18,"#Azerbaijan has been home to #Jews for centuries, while #Israel and Azerbaijan have enjoyed flourishing ties for decades, preceding the past year s rising tide of normalization between Israel and other Muslim-majority countries. https://t.co/36uCSpJnDv via @JNS_org"
1.34542e+18,"That house on Smolenskin Street happens to be the official residence of the prime minister of Israel.
https://t.co/ZzJ23mxrry"
1.34588e+18,"Then Israel/Jacob Said To His Sons,I Am Now Convinced That My Son Joseph Is Still Alive And I Will Go Down To Egypt To See Him Before I Die."
1.34573e+18,"Top story: Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | Israel | The Guardian https://t.co/VkaTivqEP7, see more https://t.co/Ekm6c1D3f0"
1.3458e+18,"@sarayasin @AdamBarnett13 Not sure why you re RTing this @AdamBarnett13 as it s crap. Israel isn t responsible, under the terms of the Oslo Accords. https://t.co/Nlf3SiHuoi"
1.34572e+18,"Israel: Vaccinate medical workers and ppl aged 60+ first, but don t waste leftover vaccines

Cuomo: Throw those leftover vaccines away or pay a million dollar fine https://t.co/dYXxJFlYsY"
1.34514e+18," These two vaccines alone are not enough,  said Dr. Dan Barouch, director of the Center for Virology and Vaccine Research at Beth Israel Deaconess Medical Center in Boston. https://t.co/N0RKQTsi3I"
1.34576e+18,@andraydomise Israel violates almost every aspect of that agreement on the daily but wants to use it now as a pretext to justify this nonsense.
1.34514e+18,"2021 Predictions: Jared will be the first to flee, he will settle in Israel. He has always secretly despised the Trump clan and has a dossier wider than his hips on all of them. @realDonaldTrump"
1.34609e+18,"There is absolutely nothing to indicate that Israel will fall short of its obligations once covid vaccines start arriving. Nothing. Not a hint.

19/"
1.34606e+18,"Israeli PM @netanyahu :"" Iran continues to enrich Uranium, and to promote its manufacturing capabilities proving it wants to continue its military nuclear program.    Israel will not let Iran have Nuclear weapons."""
1.34506e+18,"@holyforbizzle Yap it s deep and complicated.
As I said, being a Zionist just means you believe Jews deserve country, whether in the  Israel-Palestine land  or in somewhere else."
1.34543e+18,"@XeRocks81 @420helljew Im guilty of being completely ignorant of the game s and the designers  connections and relation to Israel/Palestine. Before I was just like  Well it s clunky but I guess the point works if you break it down to it s oversimplified, stupid core  but now that I know? Not really."
1.34508e+18,@jacobkornbluh Why is Israel so much better than everyone else at getting out the Vaccine?
1.34571e+18,"Israel, as cruel &amp; barbarous as it is, arrests 2,000 Palestinians from their home city in Jerusalem in 2020, including 360 children #BDS https://t.co/WKMvxlhsiG"
1.34593e+18,"BREAKING: Iran parliament voted on mandate for destruction of State of Israel

Those in Congress/Senate who claim to b pro-Israel but want to reenter Iran deal w/no preconditions clearly DO NOT understand Iran's regime

Luckily they have no qualms proving time&amp; again who they are"
1.34512e+18,"@YeOldeAvishai @9iu77655567yy I m Jordanian and I have no problem with Israel, I have Israeli friends and I have no hate towards anyone"
1.34511e+18,Israel looks like that kid at Walmart when their mom won t let them go to the toy section https://t.co/vvsCQcSiEQ
1.34534e+18,"#BiggestRevelationOf2021 
#GodMorningSaturday 
        A divine great man of India with humanitarian thoughts would make the roots of  spiritual revolution strong before the year 2000.
        - Prophecy of Professor Harare of Israel about sant Rampal Ji Maharaj.
@SaintRampalJiM https://t.co/Q5ohiIJRJv"
1.34506e+18,"Accept Israel or go to jail
Me: https://t.co/v52bHAMaCL"
1.34501e+18,"Israel has now vaccinated more than a million people.
More than 10% of the country s population. 

Other countries take holidays and keep the vaccines waiting in the freezers while their populations are stuck in lockdowns and their people die by the thousands."
1.34567e+18,More Muslims have been vaccinated by Israel than any other country in the Middle East.  Just wanted to share.
1.34496e+18,"This does not include Palestinians under occupation in the West Bank and Gaza, which Israel is obligated to vaccinate under international law."
1.34514e+18,"The Twelfth Night | Jewish &amp; Israel News https://t.co/LpbtvBRrMn. 
Photo Credit: Global Diaspora News (www.GlobalD... https://t.co/RUYcQny40s"
1.34613e+18," This farce should end. The US government should uphold its laws and cut off funding to Israel because of its acquisition and proliferation of nuclear weapons,  says freedom fighter Archbishop Desmond Tutu.

The world must face up to apartheid Israel.
https://t.co/RkihYMW26j"
1.34524e+18,"@Robin_Blue19 They don't really LOVE Israel.
They love the idea of the Apocalypse, which is prophesied to start in the Middle East. 
And Netanyahu is just the guy to make it happen.

(Spoiler: Jews who don't convert don't do so well.)"
1.34509e+18,"""Hear, O my people, and I will testify unto thee: O Israel, if thou wilt hearken unto me;"" ~Psalms 81:8 #Poetry #Bible #God"
1.34608e+18,"@GMOfreeGinger @Noahpinion That is a blatantly racist and antisemitic comment. It also flashes your ignorance of history, the Oslo accords, and the current government issues in Israel. Go learn something instead of slandering Jews."
1.3456e+18,"Most Christians still don't get it, that if Israel wasn't scattered to the four corners of the earth, they'd be nothing like a rapture."
1.34504e+18,"Israel has now vaccinated more than a million people.
More than 10% of the country s population. 

Other countries take holidays and keep the vaccines waiting in the freezers while their populations are stuck in lockdowns and their people die by the thousands."
1.34528e+18,RT @florian_krammer: Israel has by now managed to vaccinate more than 10% of its population! Congratulations! https://t.co/qGhTEjhK2b
1.34555e+18,@dancana3 @CaptainRe1 @Reuters Truth is Judea belongs to the Jews of Israel.
